date,time,long,lat,mag
2013-08-12,08:09:39,98.009,30.146,5.11
2013-08-27,20:44:53,99.275,28.213,5.16
2013-08-30,05:27:29,87.481,43.843,5.28
2013-08-31,00:04:18,99.35,28.235,5.7
2013-08-31,00:27:04,99.287,28.195,5.04
2013-09-16,22:43:39,100.505,39.443,5.18
2013-09-19,21:37:03,101.453,37.757,5.06
2013-09-20,11:53:27,95.832,22.92,4.97
2013-09-20,12:24:47,95.897,22.958,5.67
2013-10-04,03:01:14,104.456,31.996,5.25
2013-10-21,02:27:10,76.99,35.292,5.56
2013-10-31,03:03:34,124.11,44.655,5.21
2013-10-31,12:02:09,121.467,23.552,6.29
2013-11-03,07:02:08,88.193,35.557,5.07
2013-11-04,08:04:34,75.484,39.656,5.13
2013-11-06,04:16:16,93.595,26.432,5.27
2013-11-22,08:18:50,124.216,44.695,4.97
2013-11-22,22:04:25,124.145,44.603,5.25
2013-11-23,09:42:07,75.689,42.435,5.12
2013-11-23,23:30:44,86.826,36.593,5.66
2013-11-29,01:54:46,95.825,28.888,5.31
2013-11-29,06:25:29,71.137,36.83,4.98
2013-12-01,08:34:25,78.89,40.249,5.26
2013-12-11,16:14:38,89.185,34.002,5.08
2014-01-16,17:47:32,90.349,31.917,5.06
2014-01-26,12:38:38,95.826,22.969,5.06
2014-01-29,13:46:49,93.948,23.837,5.07
2014-02-11,01:15:27,89.167,33.865,5.24
2014-02-11,02:14:56,82.506,35.933,5.33
2014-02-12,09:19:50,82.627,35.845,6.91
2014-02-12,09:24:44,82.376,35.877,5.64
2014-02-12,10:00:08,82.419,35.898,5.2
2014-03-19,12:19:27,122.29,24.022,5.72
2014-03-22,12:58:17,82.289,35.867,5.2
2014-03-29,16:24:46,110.734,30.856,5.22
2014-03-30,17:10:15,86.513,31.404,5.35
2014-04-27,13:36:19,93.006,38.419,5.24
2014-04-30,06:20:55,94.229,43.022,4.99
2014-05-04,20:23:31,77.627,40.476,5.43
2014-05-21,00:21:14,121.478,23.732,5.58
2014-05-23,20:49:23,97.916,24.921,5.72
2014-05-30,01:20:16,97.893,24.984,5.9
2014-06-13,13:32:49,75.596,33.266,5.19
2014-06-14,03:58:41,70.731,36.45,5.61
2014-06-21,06:30:03,72.946,49.527,5.13
2014-07-03,20:39:58,75.057,35.48,5.15
2014-07-08,21:52:49,78.112,39.233,5.04
2014-07-29,08:20:17,105.11,31.46,5.03
2014-08-03,05:57:30,85.501,29.199,5.24
2014-08-03,08:30:12,103.428,27.242,6.15
2014-08-16,22:08:01,103.519,28.104,5.09
2014-08-21,08:11:19,76.351,32.255,5.15
2014-09-09,09:28:23,93.259,22.167,5.44
2014-09-13,01:57:59,72.159,37.574,5.01
2014-10-01,01:23:32,102.803,28.383,5.23
2014-10-02,15:56:32,97.732,36.356,5.2
2014-10-07,13:49:41,100.501,23.362,6.12
2014-11-08,17:37:46,96.972,37.621,5.15
2014-11-14,01:24:16,77.245,42.091,5.39
2014-11-20,18:14:36,93.516,23.536,5.67
2014-11-22,08:55:30,101.813,30.286,6.12
2014-11-25,15:19:11,101.78,30.145,5.74
2014-12-05,18:43:45,100.467,23.326,5.61
2014-12-06,10:20:00,100.471,23.343,5.55
2014-12-10,21:03:40,122.473,25.525,6.14
2014-12-18,15:32:12,86.418,27.655,4.96
2015-01-10,06:50:58,77.265,39.994,5.07
2015-01-20,07:35:18,84.509,42.141,5.11
2015-01-20,09:30:55,78.833,48.959,5.16
2015-01-31,13:59:42,83.996,28.27,5.14
2015-02-04,10:44:16,83.331,32.867,5.41
2015-02-13,20:06:32,121.448,22.616,6.24
2015-02-15,09:38:49,75.056,39.367,5.1
2015-02-22,06:42:55,85.583,44.085,4.96
2015-02-26,21:59:03,73.276,34.707,5.08
2015-03-01,10:24:43,98.865,23.593,5.26
2015-03-23,10:13:51,121.707,23.72,5.53
2015-03-30,01:47:35,108.758,26.697,5.5
2015-04-01,21:23:54,79.492,30.367,5.16
2015-04-07,04:41:51,83.439,32.92,5.18
2015-04-15,07:39:29,106.392,39.751,5.47
2015-04-16,22:05:49,92.671,26.842,5.14
2015-04-20,01:42:58,122.442,24.085,6.36
2015-04-20,11:45:15,122.498,24.093,5.89
2015-04-20,12:00:00,122.548,24.025,6.03
2015-04-21,14:02:16,82.357,28.855,5.01
2015-04-25,06:11:26,84.72,28.143,7.88
2015-04-25,06:15:23,85.439,27.602,6.33
2015-04-25,06:18:12,85.998,27.705,5.69
2015-04-25,06:20:40,84.511,28.151,5.47
2015-04-25,06:22:03,85.159,27.772,5.31
2015-04-25,06:22:23,85.448,27.813,5.26
2015-04-25,06:25:55,85.569,27.691,5.22
2015-04-25,06:28:06,85.555,27.784,5.11
2015-04-25,06:37:59,85.767,27.797,5.29
2015-04-25,06:45:22,84.827,28.137,6.66
2015-04-25,06:53:43,85.225,27.69,5.21
2015-04-25,06:56:34,85.701,27.867,5.62
2015-04-25,06:58:28,85.985,27.737,5.31
2015-04-25,07:08:00,85.883,27.827,5.16
2015-04-25,07:47:02,85.578,27.881,5.26
2015-04-25,08:16:59,85.743,27.739,5.17
2015-04-25,08:20:49,85.134,27.706,5.17
2015-04-25,08:29:24,84.691,27.964,5.21
2015-04-25,08:55:56,85.567,27.632,5.4
2015-04-25,09:17:02,87.358,28.425,5.75
2015-04-25,09:30:29,85.479,27.952,5.19
2015-04-25,12:44:05,84.639,28.103,5.32
2015-04-25,16:27:22,85.663,27.914,5.15
2015-04-25,17:42:51,85.856,28.255,5.27
2015-04-25,23:16:14,84.921,27.814,5.15
2015-04-26,07:09:09,85.998,27.745,6.7
2015-04-26,07:26:04,85.854,27.687,5.14
2015-04-26,16:26:05,85.821,27.809,5.19
2015-04-27,12:35:52,88.087,26.832,5.05
2015-05-02,05:35:46,84.675,28.21,5.16
2015-05-08,00:32:33,85.931,27.553,5.16
2015-05-12,07:05:18,86.124,27.802,7.23
2015-05-12,07:17:21,86.195,27.733,5.55
2015-05-12,07:34:23,86.218,27.699,5.42
2015-05-12,07:36:53,86.148,27.543,6.13
2015-05-12,07:43:17,86.225,27.668,5.15
2015-05-12,07:47:46,86.013,27.547,5.14
2015-05-12,07:48:52,86.217,27.695,5.18
2015-05-12,08:06:06,86.045,27.65,5.31
2015-05-12,08:13:54,85.815,27.828,5.29
2015-05-12,08:21:10,86.111,27.685,5.35
2015-05-12,21:25:13,84.725,27.781,5.29
2015-05-13,21:38:06,86.021,27.648,5.2
2015-05-15,01:42:42,84.744,27.85,5.17
2015-05-16,11:34:09,86.107,27.518,5.35
2015-05-29,10:00:00,84.907,27.964,5.1
2015-05-30,20:36:18,73.021,38.383,5.51
2015-06-11,16:12:17,85.608,27.82,5.13
2015-06-24,19:12:53,88.354,41.827,5.08
2015-06-28,01:05:27,90.335,26.584,5.32
2015-06-29,22:07:47,71.398,36.644,5.49
2015-07-02,07:18:24,73.603,34.489,5.4
2015-07-03,01:07:46,78.138,37.46,6.42
2015-07-18,05:41:27,94.765,30.433,5.22
2015-07-20,15:28:42,94.913,30.414,5.21
2015-07-24,13:23:45,78.024,37.502,5.17
2015-07-24,20:59:53,73.142,33.912,5.04
2015-07-28,09:40:48,94.817,30.358,5.17
2015-07-31,03:18:17,94.831,30.357,5.16
2015-08-02,05:58:03,94.905,30.37,5.11
2015-08-06,12:34:05,94.79,30.397,5.11
2015-08-10,07:35:26,87.801,41.8,5.14
2015-08-10,10:05:25,71.229,36.473,5.91
2015-08-11,19:13:12,94.845,30.392,5.15
2015-08-13,14:08:03,122.427,24.006,5.54
2015-08-23,09:02:04,86.055,27.752,5.28
2015-09-16,11:10:09,78.458,35.36,5.18
2015-10-09,20:29:56,86.434,28.819,5.15
2015-10-12,10:04:15,98.243,34.279,5.19
2015-10-23,00:27:39,70.328,29.614,5.62
2015-10-26,09:09:38,70.7,36.38,7.5
2015-11-17,17:29:35,73.228,40.282,5.55
2015-11-19,04:15:51,85.665,27.812,5.26
2015-11-20,04:45:48,73.328,40.218,5.16
2015-11-22,18:16:03,71.534,36.421,5.76
2015-11-22,21:02:42,100.323,37.96,5.2
2015-11-27,08:33:57,94.747,22.496,5.4
2015-11-27,11:40:37,73.95,34.925,5.18
2015-12-01,06:13:41,73.261,41.315,5.3
2015-12-05,22:59:36,85.202,43.861,5.21
2015-12-07,07:50:04,72.912,38.092,7.19
2015-12-07,08:30:55,74.586,41.674,5.53
2015-12-07,10:04:56,73.24,38.648,5.43
2015-12-07,11:47:59,73.207,38.409,5.19
2015-12-07,15:23:56,73.237,38.601,5.13
2015-12-09,19:17:39,72.921,38.225,5.21
2015-12-18,22:16:56,81.636,29.33,5.25
2015-12-25,19:14:46,71.157,36.454,6.32
